Season,Team,Matches_Played,Wins,Draws,Losses,Points,Goals_Scored,Goals_Conceded,Goal_Difference,Shots,Shots_On_Target,Fouls,Corners,Yellow_Cards,Red_Cards,xG_Per_Match,xGA_Per_Match,xG_Difference_Per_Match,Shots_Per_Match,Shots_On_Target_Per_Match,Fouls_Per_Match,Yellow_Cards_Per_Match,Red_Cards_Per_Match,Shot_Conversion_Percentage,Points_Per_Match
2020/21,Aston Villa,38,16,7,15,55,55,46,9,511,187,439,215,63,3,1.4926315789473683,1.4013157894736843,0.09131578947368402,13.447368421052632,4.921052631578948,11.552631578947368,1.6578947368421053,0.07894736842105263,10.76320939334638,1.4473684210526316
2020/21,Newcastle,38,12,9,17,45,46,62,-16,397,142,388,161,61,3,1.156842105263158,1.5794736842105264,-0.42263157894736847,10.447368421052632,3.736842105263158,10.210526315789474,1.605263157894737,0.07894736842105263,11.586901763224182,1.1842105263157894
2020/21,Wolves,38,12,9,17,45,36,52,-16,462,154,425,209,53,0,1.016315789473684,1.3734210526315789,-0.3571052631578948,12.157894736842104,4.052631578947368,11.18421052631579,1.394736842105263,0.0,7.792207792207792,1.1842105263157894
2020/21,Crystal Palace,38,12,8,18,44,41,66,-25,349,131,409,151,54,2,0.9286842105263158,1.6289473684210527,-0.7002631578947369,9.18421052631579,3.4473684210526314,10.763157894736842,1.4210526315789473,0.05263157894736842,11.74785100286533,1.1578947368421053
2020/21,Southampton,38,12,7,19,43,47,68,-21,423,166,426,178,52,3,1.191578947368421,1.5407894736842105,-0.3492105263157894,11.131578947368421,4.368421052631579,11.210526315789474,1.368421052631579,0.07894736842105263,11.11111111111111,1.131578947368421
2020/21,Brighton,38,9,14,15,41,40,46,-6,487,143,427,219,45,6,1.4163157894736842,1.0502631578947368,0.3660526315789474,12.81578947368421,3.763157894736842,11.236842105263158,1.1842105263157894,0.15789473684210525,8.213552361396303,1.0789473684210527
2020/21,Burnley,38,10,9,19,39,33,55,-22,384,130,384,172,48,0,1.003421052631579,1.5542105263157895,-0.5507894736842105,10.105263157894736,3.4210526315789473,10.105263157894736,1.263157894736842,0.0,8.59375,1.0263157894736843
2020/21,Fulham,38,5,13,20,28,27,53,-26,442,136,484,164,66,3,1.0805263157894738,1.516842105263158,-0.4363157894736842,11.631578947368421,3.5789473684210527,12.736842105263158,1.736842105263158,0.07894736842105263,6.108597285067873,0.7368421052631579
2020/21,West Brom,38,5,11,22,26,35,76,-41,340,112,404,145,51,4,0.9202631578947368,1.948421052631579,-1.0281578947368422,8.947368421052632,2.9473684210526314,10.631578947368421,1.3421052631578947,0.10526315789473684,10.294117647058822,0.6842105263157895
2020/21,Sheffield United,38,7,2,29,23,20,63,-43,325,99,459,171,73,3,0.8726315789473683,1.7397368421052632,-0.8671052631578949,8.552631578947368,2.6052631578947367,12.078947368421053,1.9210526315789473,0.07894736842105263,6.153846153846154,0.6052631578947368
2021/22,Man City,38,29,6,3,93,99,26,73,715,254,320,317,42,1,2.4578947368421056,0.663421052631579,1.7944736842105264,18.81578947368421,6.684210526315789,8.421052631578947,1.105263157894737,0.02631578947368421,13.846153846153847,2.4473684210526314
2021/22,Liverpool,38,28,8,2,92,94,26,68,730,256,363,285,50,1,2.4478947368421053,0.8613157894736841,1.5865789473684213,19.210526315789473,6.7368421052631575,9.552631578947368,1.3157894736842106,0.02631578947368421,12.876712328767123,2.4210526315789473
2021/22,Chelsea,38,21,11,6,74,76,33,43,592,211,409,242,63,1,1.8236842105263158,0.9242105263157894,0.8994736842105264,15.578947368421053,5.552631578947368,10.763157894736842,1.6578947368421053,0.02631578947368421,12.837837837837837,1.9473684210526316
2021/22,Tottenham,38,22,5,11,71,69,40,29,491,198,386,195,67,1,1.7881578947368422,1.1500000000000001,0.638157894736842,12.921052631578947,5.2105263157894735,10.157894736842104,1.763157894736842,0.02631578947368421,14.052953156822811,1.868421052631579
2021/22,Arsenal,38,22,3,13,69,61,48,13,588,197,363,209,60,4,1.668157894736842,1.273421052631579,0.39473684210526305,15.473684210526315,5.184210526315789,9.552631578947368,1.5789473684210527,0.10526315789473684,10.374149659863946,1.8157894736842106
2021/22,Man United,38,16,10,12,58,57,57,0,508,187,395,199,75,2,1.5055263157894736,1.4960526315789473,0.0094736842105263,13.368421052631579,4.921052631578948,10.394736842105264,1.9736842105263157,0.05263157894736842,11.220472440944881,1.5263157894736843
2021/22,West Ham,38,16,8,14,56,60,51,9,433,158,324,191,47,3,1.4468421052631577,1.4178947368421053,0.02894736842105239,11.394736842105264,4.157894736842105,8.526315789473685,1.236842105263158,0.07894736842105263,13.856812933025402,1.4736842105263157
